time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-23 00:00:00+00:00,303,109,28,19
2025-11-24 00:00:00+00:00,2416,414,348,134
2025-11-25 00:00:00+00:00,650,214,321,91
2025-11-26 00:00:00+00:00,1431,286,450,112
2025-11-27 00:00:00+00:00,1307,253,407,111
2025-11-28 00:00:00+00:00,859,200,184,53
2025-11-29 00:00:00+00:00,440,154,88,46
2025-11-30 00:00:00+00:00,359,119,34,13
2025-12-01 00:00:00+00:00,2165,371,430,110
2025-12-02 00:00:00+00:00,1402,298,445,94
2025-12-03 00:00:00+00:00,3805,731,393,110
2025-12-04 00:00:00+00:00,510,166,256,54
2025-12-05 00:00:00+00:00,181,109,268,64
2025-12-06 00:00:00+00:00,59,55,40,12
