time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,505,144,210,47
2025-10-08 00:00:00+00:00,119,79,90,33
2025-10-09 00:00:00+00:00,85,59,119,44
2025-10-10 00:00:00+00:00,944,204,154,41
2025-10-11 00:00:00+00:00,117,67,41,22
2025-10-12 00:00:00+00:00,196,88,53,40
2025-10-13 00:00:00+00:00,3500,461,252,101
2025-10-14 00:00:00+00:00,1957,395,299,136
2025-10-15 00:00:00+00:00,1085,345,383,102
2025-10-16 00:00:00+00:00,743,359,208,62
2025-10-17 00:00:00+00:00,482,216,525,124
2025-10-18 00:00:00+00:00,209,101,49,24
2025-10-19 00:00:00+00:00,337,133,85,26
2025-10-20 00:00:00+00:00,3727,336,581,143
