time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-28 00:00:00+00:00,48,17,182,29
2023-12-29 00:00:00+00:00,127,32,91,30
2023-12-30 00:00:00+00:00,39,5,70,30
2023-12-31 00:00:00+00:00,6,6,225,47
2024-01-01 00:00:00+00:00,393,49,98,22
2024-01-02 00:00:00+00:00,227,48,447,108
2024-01-03 00:00:00+00:00,64,22,266,47
2024-01-04 00:00:00+00:00,28,13,204,57
2024-01-05 00:00:00+00:00,44,15,210,45
2024-01-06 00:00:00+00:00,67,13,18,5
2024-01-07 00:00:00+00:00,27,5,42,9
2024-01-08 00:00:00+00:00,395,39,223,48
2024-01-09 00:00:00+00:00,15,12,163,36
2024-01-10 00:00:00+00:00,109,18,298,35
