time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,146,15,61,20
2024-11-11 00:00:00+00:00,1566,42,169,57
2024-11-12 00:00:00+00:00,32,10,203,63
2024-11-13 00:00:00+00:00,25,9,221,71
2024-11-14 00:00:00+00:00,42,11,151,77
2024-11-15 00:00:00+00:00,11,7,187,48
2024-11-16 00:00:00+00:00,23,8,112,29
2024-11-17 00:00:00+00:00,8,6,66,25
2024-11-18 00:00:00+00:00,979,18,212,51
2024-11-19 00:00:00+00:00,156,10,191,53
2024-11-20 00:00:00+00:00,89,12,291,59
2024-11-21 00:00:00+00:00,196,14,124,52
2024-11-22 00:00:00+00:00,1002,26,160,44
2024-11-23 00:00:00+00:00,606,27,160,82
