time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,33,18,24,16
2025-06-09 00:00:00+00:00,447,46,103,39
2025-06-10 00:00:00+00:00,79,27,91,43
2025-06-11 00:00:00+00:00,97,41,155,54
2025-06-12 00:00:00+00:00,1520,170,183,42
2025-06-13 00:00:00+00:00,773,167,130,41
2025-06-14 00:00:00+00:00,45,21,39,9
2025-06-15 00:00:00+00:00,33,12,33,13
2025-06-16 00:00:00+00:00,2737,272,307,97
2025-06-17 00:00:00+00:00,158,68,221,55
2025-06-18 00:00:00+00:00,168,64,129,38
2025-06-19 00:00:00+00:00,189,68,131,51
2025-06-20 00:00:00+00:00,470,118,149,36
2025-06-21 00:00:00+00:00,92,14,45,15
