time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-10 00:00:00+00:00,5090,621,103,58
2026-05-11 00:00:00+00:00,3843,559,55,29
2026-05-12 00:00:00+00:00,1027,228,43,31
2026-05-13 00:00:00+00:00,776,209,60,21
2026-05-14 00:00:00+00:00,1270,298,89,24
2026-05-15 00:00:00+00:00,5135,733,132,62
2026-05-16 00:00:00+00:00,4049,315,49,32
2026-05-17 00:00:00+00:00,291,123,80,19
2026-05-18 00:00:00+00:00,1044,277,50,29
2026-05-19 00:00:00+00:00,971,286,75,33
2026-05-20 00:00:00+00:00,1688,381,65,29
2026-05-21 00:00:00+00:00,955,284,56,24
2026-05-22 00:00:00+00:00,2816,475,55,20
2026-05-23 00:00:00+00:00,1380,141,72,14
