time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-03 00:00:00+00:00,1433,219,160,43
2026-03-04 00:00:00+00:00,2138,343,69,38
2026-03-05 00:00:00+00:00,667,301,92,55
2026-03-06 00:00:00+00:00,3616,373,114,39
2026-03-07 00:00:00+00:00,882,226,51,22
2026-03-08 00:00:00+00:00,907,111,31,16
2026-03-09 00:00:00+00:00,1614,261,217,38
2026-03-10 00:00:00+00:00,852,248,92,45
2026-03-11 00:00:00+00:00,1458,275,99,42
2026-03-12 00:00:00+00:00,249,145,67,38
2026-03-13 00:00:00+00:00,2281,293,98,43
2026-03-14 00:00:00+00:00,773,163,40,19
2026-03-15 00:00:00+00:00,885,181,68,26
2026-03-16 00:00:00+00:00,1454,260,114,49
