time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-23 00:00:00+00:00,726,25,221,37
2024-09-24 00:00:00+00:00,348,29,664,49
2024-09-25 00:00:00+00:00,10,5,377,48
2024-09-26 00:00:00+00:00,135,19,182,52
2024-09-27 00:00:00+00:00,204,17,208,70
2024-09-28 00:00:00+00:00,7,6,46,12
2024-09-29 00:00:00+00:00,5,4,50,14
2024-09-30 00:00:00+00:00,1211,34,159,40
2024-10-01 00:00:00+00:00,48,13,200,38
2024-10-02 00:00:00+00:00,31,10,262,49
2024-10-03 00:00:00+00:00,30,12,230,46
2024-10-04 00:00:00+00:00,75,14,249,36
2024-10-05 00:00:00+00:00,11,9,36,18
2024-10-06 00:00:00+00:00,60,7,131,11
