time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-18 00:00:00+00:00,29,6,255,40
2024-07-19 00:00:00+00:00,119,14,377,35
2024-07-20 00:00:00+00:00,41,11,40,14
2024-07-21 00:00:00+00:00,20,5,14,7
2024-07-22 00:00:00+00:00,850,28,310,45
2024-07-23 00:00:00+00:00,102,13,228,66
2024-07-24 00:00:00+00:00,200,25,296,42
2024-07-25 00:00:00+00:00,394,23,564,57
2024-07-26 00:00:00+00:00,129,14,520,41
2024-07-27 00:00:00+00:00,21,5,230,16
2024-07-28 00:00:00+00:00,32,7,43,15
2024-07-29 00:00:00+00:00,649,23,368,48
2024-07-30 00:00:00+00:00,477,22,265,77
2024-07-31 00:00:00+00:00,74,10,184,39
