time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-10 00:00:00+00:00,85,47,157,50
2024-12-11 00:00:00+00:00,57,12,143,38
2024-12-12 00:00:00+00:00,93,10,173,52
2024-12-13 00:00:00+00:00,351,15,342,96
2024-12-14 00:00:00+00:00,58,5,37,12
2024-12-15 00:00:00+00:00,17,10,43,11
2024-12-16 00:00:00+00:00,1454,21,301,71
2024-12-17 00:00:00+00:00,128,19,156,49
2024-12-18 00:00:00+00:00,122,16,318,53
2024-12-19 00:00:00+00:00,44,13,151,45
2024-12-20 00:00:00+00:00,19,7,235,44
2024-12-21 00:00:00+00:00,5,4,128,13
2024-12-22 00:00:00+00:00,17,14,21,11
2024-12-23 00:00:00+00:00,2004,29,163,32
