time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,154,72,152,43
2025-02-08 00:00:00+00:00,156,74,34,16
2025-02-09 00:00:00+00:00,59,45,34,16
2025-02-10 00:00:00+00:00,2150,169,274,131
2025-02-11 00:00:00+00:00,186,66,157,53
2025-02-12 00:00:00+00:00,171,80,164,38
2025-02-13 00:00:00+00:00,95,43,175,40
2025-02-14 00:00:00+00:00,79,48,183,48
2025-02-15 00:00:00+00:00,35,26,66,31
2025-02-16 00:00:00+00:00,23,19,66,24
2025-02-17 00:00:00+00:00,2720,162,142,42
2025-02-18 00:00:00+00:00,333,84,121,40
2025-02-19 00:00:00+00:00,600,531,185,45
2025-02-20 00:00:00+00:00,282,94,394,86
