time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-17 00:00:00+00:00,158,68,221,55
2025-06-18 00:00:00+00:00,168,64,129,38
2025-06-19 00:00:00+00:00,189,68,131,51
2025-06-20 00:00:00+00:00,470,118,149,36
2025-06-21 00:00:00+00:00,101,17,45,15
2025-06-22 00:00:00+00:00,24,10,17,9
2025-06-23 00:00:00+00:00,3696,319,166,51
2025-06-24 00:00:00+00:00,171,65,114,33
2025-06-25 00:00:00+00:00,470,199,116,43
2025-06-26 00:00:00+00:00,249,75,107,30
2025-06-27 00:00:00+00:00,103,36,161,42
2025-06-28 00:00:00+00:00,49,33,19,12
2025-06-29 00:00:00+00:00,92,72,32,11
2025-06-30 00:00:00+00:00,4311,304,108,39
