time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,372,187,113,80
2026-07-13 00:00:00+00:00,4315,521,109,72
2026-07-14 00:00:00+00:00,1497,386,105,46
2026-07-15 00:00:00+00:00,1714,363,107,50
2026-07-16 00:00:00+00:00,9260,275,177,120
2026-07-17 00:00:00+00:00,3590,393,69,46
2026-07-18 00:00:00+00:00,571,149,101,35
2026-07-19 00:00:00+00:00,258,125,85,35
2026-07-20 00:00:00+00:00,1277,300,160,52
2026-07-21 00:00:00+00:00,2744,403,106,59
2026-07-22 00:00:00+00:00,947,219,118,56
2026-07-23 00:00:00+00:00,1757,312,190,65
2026-07-24 00:00:00+00:00,11277,597,147,59
2026-07-25 00:00:00+00:00,320,136,77,44
