time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-28 00:00:00+00:00,32,7,43,15
2024-07-29 00:00:00+00:00,649,23,368,48
2024-07-30 00:00:00+00:00,477,22,265,77
2024-07-31 00:00:00+00:00,74,10,185,39
2024-08-01 00:00:00+00:00,112,18,398,52
2024-08-02 00:00:00+00:00,300,23,160,39
2024-08-03 00:00:00+00:00,5,4,31,6
2024-08-04 00:00:00+00:00,24,6,72,21
2024-08-05 00:00:00+00:00,967,37,344,53
2024-08-06 00:00:00+00:00,69,12,474,56
2024-08-07 00:00:00+00:00,51,13,197,37
2024-08-08 00:00:00+00:00,102,18,401,49
2024-08-09 00:00:00+00:00,38,12,215,35
2024-08-10 00:00:00+00:00,38,9,82,11
