time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-18 00:00:00+00:00,15,8,121,6
2024-08-19 00:00:00+00:00,1314,34,338,54
2024-08-20 00:00:00+00:00,24,10,233,47
2024-08-21 00:00:00+00:00,91,14,262,39
2024-08-22 00:00:00+00:00,57,13,187,41
2024-08-23 00:00:00+00:00,102,21,458,48
2024-08-24 00:00:00+00:00,57,8,74,9
2024-08-25 00:00:00+00:00,27,9,20,12
2024-08-26 00:00:00+00:00,1993,32,240,36
2024-08-27 00:00:00+00:00,63,12,87,28
2024-08-28 00:00:00+00:00,42,10,242,41
2024-08-29 00:00:00+00:00,54,12,249,50
2024-08-30 00:00:00+00:00,25,8,316,43
2024-08-31 00:00:00+00:00,6,5,115,19
